epoch,time,RMS,MAE
0.0,5.303470849990845,0.10536983637822632,0.09218615966627608
1.0,9.712312936782837,0.07675957231432622,0.05491603426280079
2.0,14.093010902404785,0.04828286363744623,0.03608208270812219
3.0,18.575214862823486,0.040636409075296816,0.029803533605960896
6.0,31.715007066726685,0.03834771672336139,0.028374280944839465
7.0,36.10558295249939,0.03812806330060471,0.02776499417599696
14.0,66.93686413764954,0.03786451146713665,0.02742770775403025
16.0,75.88073301315308,0.03767321218273182,0.027443572685933063
18.0,84.65337300300598,0.03765386774173346,0.02749940078419563
24.0,111.10055994987488,0.03758302279082596,0.02715446679685843
29.0,133.14011192321777,0.037440951557501566,0.027313957069558473
30.0,137.50757789611816,0.037385700409936856,0.02715066443476072
31.0,141.8541660308838,0.037376510193719924,0.02721200417811825
33.0,150.6516580581665,0.03724094020888001,0.027148476273512717
36.0,163.9312379360199,0.037223409010365846,0.027212729922006504
39.0,178.3220911026001,0.03711746116537032,0.026833277008738634
43.0,197.63731694221497,0.037117295278577905,0.026662094491101063
51.0,234.70534992218018,0.03686194113266665,0.026709406403289955
53.0,243.63475799560547,0.03683199545252123,0.026735882925418352
57.0,261.7411389350891,0.036827039426452025,0.02667887329829275
60.0,275.22919511795044,0.03682016856254434,0.026759512507164896
64.0,293.0721960067749,0.03680662966923403,0.02669217457646806
69.0,315.71631503105164,0.03680559498197015,0.026645154312569776
70.0,320.11669301986694,0.036797795966194986,0.026648272532725142
79.0,362.8538360595703,0.036796296587968146,0.02674001972430702
82.0,376.5180082321167,0.036794750062736144,0.02661435756005567
85.0,390.4565010070801,0.036793565523276055,0.026629140486631245
86.0,395.2972822189331,0.03678396297738713,0.026634707300527735
89.0,409.35567593574524,0.03677990972603642,0.02667580032203124
98.0,451.6630711555481,0.036769418308393684,0.026599126766471134
106.0,490.28903889656067,0.03675811593599677,0.026634709011524142
114.0,529.0004601478577,0.03675351602327018,0.026603806520128347
120.0,557.8658180236816,0.03674648998165936,0.026643747011098912
121.0,562.3603510856628,0.03674515109565165,0.02659904802357592
124.0,577.0003139972687,0.03673933578535904,0.026637784962185194
128.0,596.5242009162903,0.03673616036050226,0.026633120739672337
129.0,601.5838160514832,0.036732470992695214,0.026648675833786006
141.0,659.6593420505524,0.036723211952091,0.026583760595857226
143.0,668.9593360424042,0.03672171824798868,0.026616378020759217
148.0,693.0653710365295,0.036719821231335756,0.026589007045931118
157.0,736.8094780445099,0.036716374243319444,0.026675041181340092
159.0,746.8238301277161,0.03671203161217435,0.02662127895869986
161.0,756.3343160152435,0.03670909629574093,0.02653330864147614
162.0,761.1654510498047,0.036702076151186376,0.026643543623855216
172.0,811.7563331127167,0.036699560711700246,0.026645442050584434
174.0,821.1438100337982,0.03668912837335406,0.02659229236073204
182.0,859.1058969497681,0.03668320677483006,0.026657272737951803
187.0,883.4510338306427,0.03667636435431911,0.026631224656598913
194.0,917.8652369976044,0.0366689606694981,0.026594422612862375
201.0,952.7344131469727,0.03666096119183012,0.026561693139355125
202.0,957.6064529418945,0.03666023448548673,0.02655705465762538
206.0,977.4176919460297,0.036659772355018876,0.026578201615753742
212.0,1006.3753049373627,0.03665964472244149,0.026568453799938555
213.0,1011.3175320625305,0.03665959436090461,0.026566380994379316
217.0,1033.5808279514313,0.03665908425374604,0.02655964723370787
222.0,1059.6183109283447,0.036657892669484604,0.026573115568659548
229.0,1093.6918189525604,0.0366568644187814,0.026559957188260614
241.0,1151.3495659828186,0.036656419364916724,0.026567487451602326
245.0,1170.2343392372131,0.03665634310630204,0.026552313074426598
247.0,1179.894248008728,0.036656042188006166,0.026558110219261133
248.0,1184.8673658370972,0.03665571711613733,0.026567396440489267
254.0,1214.7072920799255,0.036654857413762655,0.026555869937866215
264.0,1264.755385875702,0.03665456631226434,0.02654715066077029
265.0,1269.6086988449097,0.036654351337025215,0.02656622100374848
271.0,1299.097002029419,0.03665419633804685,0.02656705694025364
272.0,1304.0152440071106,0.03665360422934991,0.026543470719151765
274.0,1314.3626160621643,0.036652843266228016,0.026558635101399858
283.0,1357.9528379440308,0.036652282064728064,0.02654870933098698
294.0,1411.586483001709,0.03665205544708669,0.026540257920154336
295.0,1416.4076089859009,0.03665161447398692,0.02656289843892191
298.0,1431.0186309814453,0.03665156033559019,0.02656613271939454
301.0,1445.319811820984,0.03665145507611909,0.026563399910111907
303.0,1454.8937878608704,0.0366507827625222,0.026547953801710166
314.0,1506.8954739570618,0.03665046534291014,0.02656939187810158
316.0,1516.4342391490936,0.036649865708045015,0.026544816591054395
320.0,1535.326621055603,0.03664977751720725,0.026563760423480617
