epoch,time,RMS,MAE
0.0,6.856756925582886,0.11154678277340085,0.10043567073377882
1.0,12.215543985366821,0.044202527227706935,0.032865770000023
3.0,23.119192123413086,0.038650927346633605,0.0286160396659673
6.0,39.43661689758301,0.038489914634158226,0.02883544163591867
7.0,44.93407106399536,0.037377885772773595,0.026981968665244497
8.0,50.466947078704834,0.03665340510759331,0.026547702383753025
10.0,61.32506489753723,0.036642918046481,0.02681297644124345
11.0,66.53490900993347,0.03662829886008003,0.026776196925611027
12.0,71.99985790252686,0.03662468177731933,0.02676247337650481
17.0,99.16688108444214,0.03637411365851835,0.026425941816547865
28.0,158.95334815979004,0.036372093671440064,0.026420819323294185
29.0,164.2918689250946,0.03631825935304228,0.026438468969837776
33.0,185.9520800113678,0.036126896919048815,0.026326667668305798
36.0,202.52801418304443,0.03608944075827448,0.02604790507023956
48.0,267.62409710884094,0.03600365636086871,0.02597446132470687
51.0,283.8094940185547,0.03583731628999507,0.025989016830168094
55.0,305.45538783073425,0.03582737870911937,0.02599757477743014
56.0,310.97541999816895,0.035821354893539506,0.025901690426714877
57.0,316.3178849220276,0.03581370189249749,0.0259097037312611
68.0,375.9357280731201,0.03581368353797317,0.02591547867135751
74.0,408.34731221199036,0.03580095894765124,0.02588376463937328
76.0,419.43685698509216,0.03579707094247929,0.025912755249195448
81.0,446.1972908973694,0.035795201912677314,0.02592111192631445
86.0,473.2912938594818,0.03578804904050341,0.025946177557023827
95.0,522.1884219646454,0.035785684333691586,0.025994770861014475
98.0,538.3744719028473,0.035775616451634955,0.0259218725734252
107.0,587.2551579475403,0.035770561493020096,0.02593686729102969
119.0,651.9173350334167,0.03576405871395175,0.025884575620147073
121.0,662.7948160171509,0.03575900356930914,0.02589812577298777
131.0,716.7185850143433,0.03575612989830615,0.02588598043395431
133.0,727.718896150589,0.03575362628120535,0.02591407556784
135.0,738.3562569618225,0.035749362552802574,0.025856111161867305
144.0,787.0344569683075,0.03574511077938483,0.025866664314613902
150.0,819.2739131450653,0.03574209924982845,0.025905568529105846
155.0,846.4618191719055,0.03573933472667098,0.025955817533103272
156.0,851.9563870429993,0.03573102675486155,0.025898843209108475
161.0,879.0579991340637,0.03572751566876807,0.02588034427198311
172.0,939.37508893013,0.03572713192332882,0.025891716221556532
174.0,950.0521430969238,0.03572286641293522,0.02584060511786051
176.0,961.0276532173157,0.03572048289466109,0.025850258204002007
180.0,982.5943491458893,0.03571624900695759,0.025872378375078643
184.0,1004.3133680820465,0.035713981089697686,0.025883831981253737
187.0,1020.5166220664978,0.03571031309118498,0.025876533492276973
198.0,1079.845734834671,0.03570629096658355,0.025884738272508725
201.0,1095.9537899494171,0.03570208429162348,0.02587802314177796
202.0,1101.4232110977173,0.03569928080854076,0.025872311275658477
203.0,1106.796805858612,0.03569885296596409,0.025858414421471677
207.0,1128.4527659416199,0.03569801596465125,0.025876452291505085
211.0,1150.0716300010681,0.035697393318005345,0.025862625041081826
215.0,1171.475495815277,0.035696199393381055,0.025864813220278948
228.0,1241.855750799179,0.03569617864107529,0.02586267773946706
229.0,1247.3074219226837,0.0356961043894579,0.025852623871621183
242.0,1317.2043220996857,0.03569549818864613,0.02585260525101016
248.0,1349.9034008979797,0.03569526859342257,0.025850746406608647
254.0,1382.180899143219,0.03569469928325168,0.025850223989539012
260.0,1414.6044778823853,0.03569431311615424,0.025850726304797126
266.0,1446.9385240077972,0.0356935341412094,0.025849118337560748
273.0,1484.8078300952911,0.035693450582432104,0.025845407127150378
282.0,1533.1791701316833,0.03569335301264786,0.025859786067113946
284.0,1543.943088054657,0.03569285063919934,0.02585165858518428
289.0,1571.010894060135,0.035692565885710084,0.02585054847542796
293.0,1592.4395620822906,0.03569123484791093,0.025859737327459685
304.0,1651.6949779987335,0.03569047570264317,0.025848000327758754
318.0,1727.3898601531982,0.035690336460054074,0.0258504611811706
325.0,1765.3695418834686,0.03568926525187099,0.02585270046254012
332.0,1803.2864980697632,0.035689002099506865,0.025842507791977273
334.0,1814.142373085022,0.035688767806761536,0.025845617498592648
339.0,1841.162173986435,0.03568859515684445,0.02584043896841978
341.0,1851.9665269851685,0.03568763059165774,0.025843687302559926
354.0,1922.017825126648,0.035687534102720256,0.025841421366149503
373.0,2024.2142431735992,0.035686683449886826,0.025847960408890282
377.0,2045.9277770519257,0.03568649068596721,0.025863447732743013
378.0,2051.368535041809,0.035686380058458755,0.02584715778576448
379.0,2056.526206970215,0.03568549636599613,0.025844247457886254
386.0,2094.2343471050262,0.03568502826041467,0.025850486407708654
395.0,2142.7280900478363,0.035684273561767996,0.02585028669568382
405.0,2196.433665037155,0.03568397123311282,0.02583911518942138
411.0,2228.6265609264374,0.03568390104668942,0.02584998023335668
414.0,2244.8887391090393,0.035682980686224886,0.02584880500142112
427.0,2315.2035682201385,0.03568289099847483,0.02583981069080118
436.0,2363.472314119339,0.03568222537987183,0.02584848849461308
441.0,2390.6188089847565,0.03568208813917783,0.025855689919047017
443.0,2401.2322108745575,0.0356810865373751,0.025854119317377845
449.0,2433.633378982544,0.035680639296522154,0.025833310398322103
466.0,2525.1490948200226,0.03568036241918087,0.025835970702899565
470.0,2546.6875689029694,0.035680226054446734,0.02583731871592183
475.0,2573.370938062668,0.0356799599314878,0.025837910844728976
476.0,2578.884546995163,0.03567900619389514,0.025838059124792673
478.0,2589.4511737823486,0.03567891749350531,0.025835748028060008
495.0,2681.030272960663,0.035677752503792536,0.025847586394130515
499.0,2702.4696519374847,0.03567743976759388,0.0258237148942316
